Food Name,Food Code,Description,Group,Group (sub-class),Comments,Description Footnote,Energy (kcal),Protein (g),Carbohydrate (g),Total Sugars (g),Starch (g),Citric acid (g),Malic acid (g),Total Phytosterols (mg),Other Cholesterol and Phytosterols (mg),Phytosterol (mg),Beta-sitosterol (mg),Brassicasterol (mg),Campesterol (mg),Delta-5-avenasterol (mg),Delta-7-avenasterol (mg),Delta-7-stigmastenol (mg),Stigmasterol (mg),All-trans-retinol (µg),13-cis-retinol (µg),Dehydroretinol (µg),Retinaldehyde (µg),Alpha-carotene (µg),Beta-carotene (µg),Cryptoxanthins (µg),Lutein (µg),Lycopene (µg),25-hydroxy vitamin D3 (µg),Cholecalciferol (µg),5-mehtyl folate (µg),Alpha-tocopherol (mg),Beta-tocopherol (mg),Delta-tocopherol (mg),Gamma-tocopherol (mg),Alpha-tocotrienol (mg),Delta-tocotrienol (mg),Gamma-tocotrienol (mg),Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA (/100g FA g),Satd FA /100g fd (g),n-6 poly (/100g FA g),n-6 poly (/100g food g),n-3 poly (/100g FA g),n-3 poly (/100g food g),cis-Mono FA (/100g FA g),cis-Mono FA (/100g food g),Mono FA (/100g FA g),Mono FA (/100g food g),cis-Polyu FA (/100g FA g),cis-Poly FA (/100g food g),Poly FA (/100g FA g),Poly FA (/100g food g),Sat FA excl Br (/100g FA g),Sat FA excl Br (/100g food g),Branched chain FA (/100g FA g),Branched chain FA (/100g food g),ans FAs (/100g FA g),ans FAs (/100g food g),Cholesterol (mg),Retinol (µg),Carotene (µg),Retinol Equivalent (µg),Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Phosphorus (mg),Iron (mg),Copper (mg),Zinc (mg),Chloride (mg),Manganese (mg),Selenium (µg),Iodine (µg)
"Oxtail, stewed",18-420,"12 samples, meat only. Salt added",Meat and meat products ,MG,As MPG 18-420,,243,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9,4.88,30.5,13.4,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0.45,0,0.02,0.28,3.3,6.5,0,0.14,2,9,0.9,2,0,190,170,14,18,140,3.8,0.27,8.8,270,0,0,0
"Liver, pig, stewed",18-418,"18 samples, coated in seasoned flour",Meat and meat products ,MG,As MPG 18-418,,188,25.6,3.3,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.1,4.09,25.6,8.1,3.6,189,3.6,0,0,0,0,0,0,0,0,0,0,0,41.6,2.5,0,0,0,0,0,0,20.9,1.3,0,0,36.9,2.2,0,0,0,0,0,0,290,22600,0,22600,1.1,0.16,0,0.21,3.1,11.5,5.5,0,0.64,26,110,4.6,34,9,130,250,11,22,390,17,2.5,8.2,150,0.4,50,0
"Tongue, lamb, raw",18-423,20 samples,Meat and meat products ,MG,As MPG 18-423,,193,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9,2.45,15.3,14.6,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0.21,0,0.17,0.49,4.9,3.3,0,0.17,7,4,1,1,7,420,250,6,33,170,2.2,0.64,2.7,550,0.05,0,0
"Kidney, lamb, fried",18-493,"10 samples, skin and core removed",Meat and meat products ,MG,"Data as MPG 18-403 with vitamin D from LGC 'Determination of 25-OH vitamin D in selected foodstuffs' 1997, Food Surveillance Information Sheet No.101",,187,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,62.8,3.79,23.7,10.3,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,110,0,110,0.6,0.41,0,0.52,3.1,9.1,5.3,0,0.48,54,70,4.6,73,5,230,280,14,21,350,11.2,0.58,3.6,410,0.13,209,0
"Tongue, ox, pickled, raw",18-424,"6 samples, fat and skin removed",Meat and meat products ,MG,As MPG 18-424,,220,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.4,2.51,15.7,17.5,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0.28,0,0.1,0.38,6.4,3.4,0,0.18,5,6,0.8,2,3,1210,300,7,19,150,4.9,0.37,3.5,1750,0.01,0,0
"Tongue, ox, pickled, stewed",18-425,Fat and skin removed,Meat and meat products ,MG,As MPG 18-425,,293,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6,3.12,19.5,23.9,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.35,0,0.06,0.29,4.1,4.2,0,0.09,4,5,0.5,3,2,1000,150,31,16,230,3,0,0,1450,0.01,0,0
"Tongue, sheep, stewed",18-427,Fat and skin removed,Meat and meat products ,MG,As MPG 18-427,,289,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,2.91,18.2,24,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0.32,0,0.13,0.45,3.7,3.9,0,0.1,7,4,0.8,2,6,80,110,11,13,200,3.4,0,0,80,0,0,0
"Tripe, dressed, raw",18-428,6 samples,Meat and meat products ,MG,As MPG 18-428,,33,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.1,1.14,7.1,0.5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,48.4,0.2,0,0,0,0,0,0,43.8,0.2,0,0,6.1,0,0,0,0,0,4.8,0,64,0,0,0,0,0.08,0,0,0,0,1.2,0,0,0,7,0,1,3,50,12,52,3,16,0.2,0.04,0.7,8,0.02,0,0
"Pork, trotters and tails, boiled",18-429,23% trotters and 77% pig tails. Salt added,Meat and meat products ,MG,"As MPG 18-429, pork added to name for IDS",,280,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,3.17,19.8,22.3,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.2,0.9,3.7,0,0,1,3,0,0,0,1620,30,130,8,110,0.7,0.07,2.4,2490,0.01,0,0
"Heart, lamb, roasted",18-492,"10 samples, fat and valves removed",Meat and meat products ,MG,"Data as MPG Supplement 18-397 with vitamin D data from LGC ' Determination of 25-OH vitamin D in selected foodstuffs' 1997, Food Surveillance Information Sheet No.101",,226,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8,4.05,25.3,13.9,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0.1,0,0,0.24,1.37,3.8,5.6,9.4,0.26,6,2,3.8,8,2,84,210,7,21,240,6,0.66,2.8,100,0.03,0,0
"Liver, lamb, raw",18-413,10 samples,Meat and meat products ,MG,As MPD 18-413 with fatty acid fractions from 18-442,,137,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16300,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5,3.25,20.3,6.2,0,137,0,0,0,0,0,0,0,0,0,0,0,0,38.1,1.7,0,0.42,0,0.55,0,1.87,39,1.8,0,0.97,20,0.9,0,1.75,0,0,0,0,430,17300,85,17300,0.5,0.77,0,0.39,4.64,16.4,4.3,0,0.47,54,205,8.2,41,19,73,290,6,19,390,7.5,9.67,4,120,0.32,42,5
"Heart, pig, raw",18-400,12 samples,Meat and meat products ,MG,As MPG 18-400. Additional fatty acid data is available from a sample with slightly different fat content and profile in FA 18-439,,97,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.9,2.74,17.1,3.2,0,97,0,0,0,0,0,0,0,0,0,0,0,0,47.9,1.2,16.2,0.49,0.8,0.02,34.5,1.03,35.5,0.9,17,0.51,17.1,0.4,47,1.41,0.9,0.03,1.1,0.03,79,0,0,0,0,0.37,0,0.48,0.9,6.9,3.7,0,0.29,8,2,2.5,4,5,80,300,6,20,220,4.8,0.37,1.8,110,0.02,5,0
"Tripe, dressed, stewed",50-502,"18 samples; lime treated before purchase, stewed in milk",Meat and meat products ,MG,"As MW 5-502  (note that full fatty acid data is available in obsoleted FA 18-457, sampling and fat values are not comparable)",,100,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5,2.37,14.8,4.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,1.3,0,0,0,0.1,0,0,0,0,0,0,160,0,0,0,0,0.09,0,0,0.08,0,3.2,0,0.02,0,1,0.2,2,3,73,100,150,15,90,0.7,0.14,2.3,58,0,0,0
"Heart, lamb, raw",18-396,12 samples,Meat and meat products ,MG,As MPG 18-396 with fats and fatty acids from FA 18-438,,129,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.6,2.73,17.1,6.8,0,129,0,0,0,0,0,0,0,0,0,0,0,0,48.8,2.1,8.5,0.46,2.4,0.13,29.2,1.57,37.6,1.7,9.2,0.49,12.1,0.5,52.9,2.84,1,0.05,8.5,0.46,140,0,0,0,0,0.37,0,0.48,0.9,6.9,3.6,0,0.29,8,2,2.5,4,7,140,280,7,21,210,3.6,0.52,2,140,0.02,2,0
"Heart, ox, stewed",18-399,"10 samples, fat and valves removed",Meat and meat products ,MG,As MPG 18-399,,157,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.3,4.45,27.8,5.1,0,157,0,0,0,0,0,0,0,0,0,0,0,0,62,2.5,0,0,0,0,0,0,33.5,1.3,0,0,3.7,0.1,0,0,0,0,0,0,230,0,0,0,0,0.72,0,0.21,1.2,4.9,6.7,0,0.05,13,5,1.7,5,2,65,200,9,25,250,6.2,0.78,3.3,83,0.06,3,0
"Kidney, lamb, raw",18-402,10 samples,Meat and meat products ,MG,As MPG 18-402,,91,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.6,2.72,17,2.6,0,91,0,0,0,0,0,0,0,0,0,0,0,0,46.6,0.9,0,0,0,0,0,0,29.8,0.6,0,0,23.6,0.5,0,0,0,0,3.7,0,315,96,0,96,0,0.37,0,0.34,2.38,9.2,3.5,0,0.59,17,8,4.3,37,9,150,260,8,18,270,5.5,0.62,2.5,230,0.16,150,0
"Kidney, ox, raw",18-404,12 samples,Meat and meat products ,MG,As MPG 18-404,,88,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.8,2.75,17.2,2.1,0,88,0,0,0,0,0,0,0,0,0,0,0,0,48.8,0.8,0,0,0,0,0,0,28.1,0.4,0,0,23.3,0.4,0,0,0,0,2.5,0,265,105,410,170,0,0.55,0,0.5,2.53,6,3.4,0,0.37,15,63,3.1,24,8,170,240,11,16,240,7.2,0.48,1.9,300,0.11,150,15
"Kidney, ox, stewed",18-405,"10 samples, skin and core removed",Meat and meat products ,MG,As MPG 18-405,,138,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.2,3.92,24.5,4.4,0,138,0,0,0,0,0,0,0,0,0,0,0,0,42.8,1.4,0,0,0,0,0,0,30.2,1,0,0,27.1,0.9,0,0,0,0,2.6,0.1,460,45,0,0,0,0.42,0,0.24,3.29,6.2,5.5,0,0.57,38,130,3.1,79,5,150,210,17,19,290,9,0.63,3,190,0.14,210,0
"Kidney, pig, raw",18-406,12 samples,Meat and meat products ,MG,As MPG 18-406 with fat and fatty acids from FA 18-440,,86,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2.48,15.5,2.7,0,86,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0.9,0,0.4,0,0.01,0,0.71,34.8,0.7,0,0.41,19.5,0.4,0,0.9,0,0,0,0,410,115,0,115,0,0.44,0,0.56,2.58,7.6,3.5,0,0.39,40,39,3,32,7,200,220,10,17,250,6.4,0.43,2.4,330,0.11,150,7
"Kidney, pig, stewed",18-408,"20 samples, core removed. Salt added",Meat and meat products ,MG,As MPG 18-408,,153,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.3,3.91,24.4,6.1,0,153,0,0,0,0,0,0,0,0,0,0,0,0,43.5,2,0,0,0,0,0,0,34.8,1.6,0,0,19.5,0.9,0,0,0,0,0,0,700,46,0,46,0,0.36,0,0.19,2.1,6.1,5.2,0,0.28,15,43,2.4,53,11,370,190,13,21,330,6.4,0.84,4.7,480,0.18,250,0
"Liver, chicken, raw",18-411,10 samples,Meat and meat products ,MG,Data as MPG 18-411 with fatty acids as FA 18-441,,91,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9275,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.8,2.83,17.7,2.3,0,92,0,0,0,0,0,0,0,0,0,0,0,0,42.1,0.7,0,0.36,0,0.11,0,0.51,29.5,0.5,22.5,0.4,22.5,0.4,0,0.72,0,0,0,0,380,9700,0,9700,0.2,0.6,0,0.48,2.16,10.6,4.1,0,0.82,35,995,6.1,210,28,76,260,8,19,280,9.2,0.5,3.7,130,0.31,0,0
"Heart, ox, raw",18-398,10 samples,Meat and meat products ,MG,As MPG 18-398,,104,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4,2.91,18.2,3.5,0,104,0,0,0,0,0,0,0,0,0,0,0,0,62,1.7,0,0,0,0,0,0,33.5,0.9,0,0,3.7,0.1,0,0,0,0,0,0,140,0,0,0,0,0.45,0,0.45,0.8,6.3,4,0,0.23,13,4,2.4,2,7,88,290,5,22,210,5,0.37,1.8,44,0.04,3,0
"Partridge, roasted, meat only",18-381,Meat from dressed carcase,Meat and meat products ,MCI,As MPG 18-381,,212,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5,5.87,36.7,7.2,0,212,0,0,0,0,0,0,0,0,0,0,0,0,27.6,1.9,0,0,0,0,0,0,49.3,3.3,0,0,25.1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,100,410,46,36,310,7.7,0,0,99,0,0,0
"Partridge, roasted, meat only, weighed with bone",18-382,"Calculated from roast, meat only 18-381",Meat and meat products ,MCI,As MPG 18-382,,127,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,3.52,22,4.3,0,127,0,0,0,0,0,0,0,0,0,0,0,0,27.6,1.1,0,0,0,0,0,0,49.3,2,0,0,25.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,60,240,28,22,190,4.6,0,0,59,0,0,0
"Pheasant, roasted, meat only, weighed with bone",18-384,Calculated from 18-383,Meat and meat products ,MCK,As MPG 18-384,,114,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9,2.32,14.5,6.2,0,114,0,0,0,0,0,0,0,0,0,0,0,0,36.2,2.1,0,0,0,0,0,0,49.6,2.9,0,0,14,0.8,0,0,0,0,0.7,0,115,0,0,0,0,0,0,0.01,0.15,4.8,3.1,0,0.3,1,10,0.5,0,0,34,190,15,13,110,1.1,0.05,0.7,88,0.01,0,0
"Pheasant, roasted, meat only",18-383,10 samples from dressed carcase,Meat and meat products ,MCK,As MPG 18-383,,22,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.4,4.46,27.9,12,0,220,0,0,0,0,0,0,0,0,0,0,0,0,36.2,4.1,0,0,0,0,0,0,49.6,5.6,0,0,14,1.6,0,0,0,0,0.7,0.1,220,0,0,0,0,0,0,0.02,0.29,9.2,6,0,0.57,3,20,0.96,0,0,66,360,28,26,220,2.2,0.1,1.3,170,0.02,14,0
"Pigeon, roasted, meat only, weighed with bone",18-386,Calculated from 18-385,Meat and meat products ,MCM,As MPG 18-386,,88,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,2.18,13.6,3.7,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.55,3.3,2.3,0,0.38,4,4,0,0,0,43,190,15,14,150,3.4,0.15,0.8,41,0.02,0,0
"Pigeon, roasted, meat only",18-385,"10 samples, meat from dressed carcase",Meat and meat products ,MCM,As MPG 18-385,,187,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.2,4.64,29,7.9,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,1.17,7,5.2,0,0.82,8,8,0,0,0,92,400,32,30,310,7.2,0.33,1.7,87,0.05,0,0
"Pork, loin chops, grilled, lean and fat",18-252,Calculated from 80% lean and 20% fat,Meat and meat products ,MAG,As MPG and FA 18-252,,257,29,0,0,0,0,0,0.9,0,0,0.2,0.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6,4.64,29,15.7,0,257,0,0,0,0,0,0,0,0,0,0,0,0,38,5.6,15.21,2.22,2.08,0.3,43.64,6.38,44.2,6.5,17.24,2.52,17.3,2.5,37.83,5.53,0.22,0.03,0.59,0.09,86,0,0,0,1.1,0.02,0,0.7,0.17,8.2,5.3,0,0.49,1,6,1.2,5,0,70,390,14,26,230,0.7,0.08,2.2,73,0.02,17,3
"Tomatoes, grilled",13-467,Calcd. from raw using water loss of 13%,Vegetables ,DG,"Values calculated from raw tomatoes with new LGC folate and carotenoid data. Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",,20,0.8,3.5,3.5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,92.1,0.13,0.8,0.3,3.5,20,0,0,3.5,1.6,0,1.7,0.1,0,0,0,1.5,0,0,1.1,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,646,108,0,1.4,12.5,0.11,0.01,1.1,0.1,1.3,0.16,0,25,0.29,1.7,19,10,286,20,8,27,0.6,0.01,0.1,63,0.11,0,2
"Cabbage, raw, average",13-468,"Average of January King, Savoy, summer and white",Vegetables ,DG,"As MW5 50-749/VHS 13-183 with carotenoids estimated from boiled cabbage LGC 97, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,27,1.8,4.1,4,0.1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,90.1,0.28,1.7,0.4,4.1,26,0.1,0,4,2,0,1.8,0.3,0,0,0,2.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,1150,64,0,0.2,242,0.15,0.02,0.5,0.3,0.8,0.17,0,75,0.21,0.1,49,5,270,52,8,41,0.7,0.02,0.3,37,0.2,1,2
"Asparagus, boiled, weighed as served",13-469,Calculation from boiled in salted water,Vegetables ,DG,"Calculated from 13-442 with new LGC carotenoid and folate data. Vitamin K1 calculated from Bolton-Smith et al Br.J. Nutr.83, 2000",,12,1.6,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,779,0,0,0,78,0,0,0,0,0,0,0,43.9,0.26,1.6,0.4,0.7,13,0,0,0.7,0.2,0,0.3,0.1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,187,31,0,0.56,25,0.06,0.03,0.4,0.3,0,0.03,0,83,0.08,0.2,5,29,110,12,6,24,0.3,0.04,0.3,53,0.1,0,0
"Brussels sprouts, frozen, boiled in salted water",13-470,"LGC. 10 samples, 8 brands; boiled 5-10 minutes",Vegetables ,DG,"As MW5 50-748/VHS 13-180 with folate from LGC 'Individual folates in foodstuffs' 1996, Food Surveillance Information Sheet No.92. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,37,3.5,2.7,2.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,56,0,0,0,0,0,0,0,86.8,0.56,3.5,1.3,2.5,35,0.4,0,2.4,1,0,0.9,0.5,0,0,0,4.3,0,0,0.3,0,0,0,0,0,0,0,0.1,0,0,0,0.7,0,0,0,0,0,0,0,0,320,53,0,0.9,119.5,0.09,0.08,0,0.7,0.7,0.28,0,67,0.28,0.3,69,73,340,29,17,66,0.6,0.04,0.4,130,0.2,0,1
"Cabbage, boiled in salted water, average",13-471,"Average of January King, Savoy, summer and white",Vegetables ,DG,"As VHS 13-184 with new LGC values for folates and carotenoids, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,16,1,2.1,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,35,0,0,0,0,0,0,0,93.1,0.16,1,0.4,2.2,16,0.1,0,2,1,0,0.9,0.1,0,0,0,1.8,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,805,134,0,0.2,201,0.08,0.01,0.3,0.2,0.5,0.08,0,39,0.15,0,20,120,120,33,4,25,0.3,0.01,0.1,190,0.2,2,2
"Carrots, old, boiled in salted water",13-472,IFR.  As raw; sliced and boiled 12.5 minutes,Vegetables ,DG,"As VHS 13-201 with carotenoid values from LGC 'Determination of cis carotenoids in foodstuffs' 1997, Food Surveillance Information sheet No.104. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,25,0.6,4.8,4.5,0.2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4169,11317,0,504,0,0,0,0,0,0,0,0,0,0,0,90.5,0.1,0.6,0.4,4.9,24,0.2,0,4.6,1.4,0,1.2,2,0,0,0,2.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,13402,2234,0,0.56,5.5,0.09,0,0,0.1,0.1,0.1,0,16,0.18,0.4,2,120,120,24,3,17,0.4,0.01,0.1,160,0.1,1,2
"Carrots, young, boiled in salted water",13-473,IFR.  As raw; sliced and boiled 15 minutes,Vegetables ,DG,"As VHS 13-204 with carotenoids from LGC 'Determination of cis carotenoids in foodstuffs' 1997, Food Surveillance Information sheet No.104. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,23,0.6,4.3,4.1,0.2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3424,5991,0,398,0,0,0,0,0,0,0,0,0,0,0,90.7,0.09,0.6,0.4,4.4,22,0.2,0,4.2,1.3,0,1.1,1.8,0,0,0,2.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,7703,1284,0,0.56,9.2,0.05,0.01,0.1,0.1,0.2,0.05,0,17,0.18,0.4,2,130,160,30,6,15,0.4,0.02,0.2,73,0.1,1,2
"Leeks, boiled in salted water",13-474,IFR.  As raw; chopped and boiled 22 minutes,Vegetables ,DG,"As VHS 13-264 with carotenoids from LGC 'Determination of cis carotenoids in foodstuffs' 1997, Food Surveillance Information sheet No.104. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,21,1.3,2.5,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,92.2,0.2,1.2,0.7,2.6,21,0.2,0,2,0.7,0,0.8,0.5,0,0,0,1.7,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,150,25,0,0.78,9.5,0.02,0.02,0.4,0.2,0.4,0.05,0,40,0.1,1,7,81,150,20,2,32,0.7,0.02,0.2,130,0.2,1,0
"Parsnip, boiled in salted water",13-477,LGC.  As raw; sliced and boiled 12 minutes,Vegetables ,DG,"As VHS 13-313 with folates from LGC 'Individual folates in foodstuffs' 1996, Food Surveillance Information Sheet No.92",,63,1.6,11.5,5.7,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,31,0,0,0,0,0,0,0,78.7,0.26,1.6,1.2,12.9,66,6.4,0,5.9,0.8,0,0.5,4.5,0,0,0,4.7,0,0,0.2,0,0,0,0,0,0,0,0.5,0,0,0,0.2,0,0,0,0,0,0,0,0,30,5,0,1,0,0.07,0.01,0.7,0.4,1.1,0.09,0,41,0.35,0,10,120,350,50,23,76,0.6,0.04,0.3,170,0.3,0,0
